Language_ID,Language_name,Parameter,Value,Description
eng,English,Symmetric and Asymmetric Standard Negation,Both,Symmetric and asymmetric standard negation: Type SymAsy
eng,English,Coding of Nominal Plurality,Plural suffix,Plural suffix
eng,English,Relativization on Obliques,Relative pronoun,Relative Pronoun Strategy
eng,English,Weight-Sensitive Stress,Right-oriented: One of the last three,Right-oriented: The antepenultimate is involved
eng,English,Absence of Common Consonants,All present,All present
eng,English,Tea,Words derived from Min Nan Chinese te,Words derived from Min Nan Chinese te
eng,English,"Genitives, Adjectives and Relative Clauses",Highly differentiated,Highly differentiated
eng,English,Postnominal relative clauses,Noun-Relative clause (NRel) dominant,Noun-Relative clause (NRel) dominant
eng,English,Polar Questions,Interrogative word order,Interrogative word order
eng,English,Other Roles of Applied Objects,No applicative construction,No applicative construction
eng,English,Case Syncretism,Core cases only,Inflectional case marking is syncretic for core cases only
eng,English,The Perfect,From possessive,Perfect of the 'have'-type (derived from a possessive construction)
eng,English,Situational Possibility,Verbal constructions,"The language cannot express situational possibility with affixes on verbs, but with verbal constructions"
eng,English,Vowel Nasalization,Contrast absent,Contrastive nasal vowels absent
eng,English,Relationship between the Order of Object and Verb and the Order of Relative Clause and Noun,VO and NRel,Verb-object and noun-relative clause (VO&NRel)
eng,English,Front Rounded Vowels,,
eng,English,Distance Contrasts in Demonstratives,Two-way contrast,Two-way contrast
eng,English,Noun Phrase Conjunction,'And' different from 'with',AND-languages: 'and' and 'with' are not identical
eng,English,Overlap between Situational and Epistemic Modal Marking,Overlap for both possibility and necessity,"The language has markers that can code both situational and epistemic modality, both for possibility and necessity"
eng,English,Order of Subject and Verb,SV,Subject precedes verb (SV)
eng,English,M in First Person Singular,m in first person singular,m in first person singular
eng,English,Order of Object and Verb,VO,Object follows verb (VO)
eng,English,Adjectives without Nouns,Marked by following word,"Adjective may occur without noun, obligatorily marked by following word"
eng,English,Asymmetrical Case-Marking,Additive-quantitatively asymmetrical,Additive-quantitatively asymmetrical case-marking
eng,English,"Order of Subject, Object and Verb",SVO,Subject-verb-object (SVO)
eng,English,Pronominal and Adnominal Demonstratives,Identical,Same forms
eng,English,Nominal and Verbal Conjunction,Identity,Nominal and verbal conjunction are largely identical
eng,English,Numeral Classifiers,Absent,Numeral classifiers are absent
eng,English,Inflectional Synthesis of the Verb,2-3 categories per word,2-3 categories per word
eng,English,Ordinal Numerals,"First, second, three-th",Second: 'First' and a small set of consecutive higher ordinal numerals are suppletive
eng,English,Order of Relative Clause and Noun,Noun-Relative clause,Relative clause follows noun (NRel)
eng,English,Number of Cases,2 cases,2 case categories
eng,English,Imperative-Hortative Systems,Neither type of system,The language has neither a maximal nor a minimal system
eng,English,Relativization on Subjects,Relative pronoun,Relative pronoun
eng,English,Negative Indefinite Pronouns and Predicate Negation,Mixed behaviour,Negative indefinites show mixed behaviour
eng,English,Obligatory Possessive Inflection,Absent,No obligatorily possessed nouns
eng,English,The Past Tense,"Present, no remoteness distinctions",Past/non-past distinction marked; no remoteness distinction
eng,English,Number of Basic Colour Categories,11,More than 10 categories
eng,English,Definite Articles,Definite word distinct from demonstrative,Definite word distinct from demonstrative
eng,English,Possessive Classification,No possessive classification,No possessive classification
eng,English,Voicing and Gaps in Plosive Systems,None missing in /p t k b d g/,/p t k b d g/
eng,English,Finger and Hand,Different,"Differentiation: one word denotes 'hand' and another, different word denotes 'finger' (or, very rarely, 'fingers')"
eng,English,Applicative Constructions,No applicative construction,No applicative construction
eng,English,Verbal Person Marking,Only the A argument,Person marking of only the A argument
eng,English,Epistemic Possibility,Verbal constructions,The language can express epistemic possibility with verbal constructions
eng,English,Lateral Consonants,"/l/, no obstruent laterals","/l/, no obstruent laterals"
eng,English,Alignment of Case Marking of Pronouns,Nominative - accusative (standard),Nominative - accusative (standard)
ger,German,Relationship between the Order of Object and Verb and the Order of Relative Clause and Noun,Other,Languages not falling into one of the preceding four types
ger,German,The Associative Plural,Unique periphrastic associative plural,Special non-bound associative plural marker
ger,German,Position of Interrogative Phrases in Content Questions,Initial interrogative phrase,Interrogative phrases obligatorily initial
ger,German,Nonperiphrastic Causative Constructions,Morphological but no compound,Morphological type but no compound type
ger,German,N-M Pronouns,No N-M pronouns,No N-M pronouns
ger,German,Systems of Gender Assignment,Semantic and formal,Semantic and formal assignment
ger,German,Inflectional Synthesis of the Verb,2-3 categories per word,2-3 categories per word
ger,German,Perfective/Imperfective Aspect,No grammatical marking,No grammatical marking of perfective/imperfective distinction
ger,German,SVNegO Order,No SVNegO,"SVO, but SVNegO does not occur"
ger,German,Voicing and Gaps in Plosive Systems,None missing in /p t k b d g/,/p t k b d g/
ger,German,Vowel Quality Inventories,Large (7-14),Large vowel inventory (7-14)
ger,German,Hand and Arm,Different,"Differentiation: one word denotes 'hand' and another, different word denotes 'arm'"
ger,German,"Order of Subject, Object and Verb",No dominant order,Lacking a dominant word order
ger,German,Reciprocal Constructions,Mixed,There are both reflexive and non-reflexive reciprocal constructions.
ger,German,The Future Tense,No inflectional future,No inflectional marking of future/non-future distinction
ger,German,Position of negative words relative to beginning and end of clause and with respect to adjacency to verb,"End, not immed postverbal","At end of clause, separated from verb"
ger,German,Numeral Classifiers,Absent,Numeral classifiers are absent
ger,German,Indefinite Pronouns,Mixed,Mixed indefinites
ger,German,Rhythm Types,Trochaic,Trochaic: left-hand syllable in the foot is strong
ger,German,Multiple Negative Constructions in SVO Languages,SVONeg/SONegV,SVONeg/SONegV
ger,German,Inclusive/Exclusive Distinction in Independent Pronouns,No inclusive/exclusive,No inclusive/exclusive opposition
ger,German,Order of Subject and Verb,SV,Subject precedes verb (SV)
ger,German,Order of Adverbial Subordinator and Clause,Initial subordinator word,Adverbial subordinators which are separate words and which appear at the beginning of the subordinate clause
ger,German,NegSVO Order,No NegSVO,SVO but NegSVO does not occur
ger,German,'Want' Complement Subjects,Subject is left implicit,The complement subject is left implicit
ger,German,M in First Person Singular,m in first person singular,m in first person singular
ger,German,Possessive Classification,No possessive classification,No possessive classification
ger,German,Order of Object and Verb,No dominant order,Both orders with neither order dominant
ger,German,Purpose Clauses,Balanced/deranked,Balanced/deranked
ger,German,Person Marking on Adpositions,No person marking,Adpositions without person marking
ger,German,Multiple Negative Constructions in SOV Languages,SONegV/SVONeg,SONegV/SVONeg
ger,German,Number of Possessive Nouns,None reported,None reported
ger,German,Nominal and Verbal Conjunction,Identity,Nominal and verbal conjunction are largely identical
ger,German,Consonant Inventories,Average,Average
ger,German,Negative Morphemes,Negative particle,Negative particle
ger,German,Red and Yellow,Red vs. yellow,Red and yellow
ger,German,Intensifiers and Reflexive Pronouns,Differentiated,Intensifiers and reflexive pronouns are formally differentiated
ger,German,The Perfect,From possessive,Perfect of the 'have'-type (derived from a possessive construction)
ger,German,Reason Clauses,Balanced,Balanced
ger,German,Alignment of Verbal Person Marking,Accusative,Accusative alignment
ger,German,Ordinal Numerals,"First, two-th, three-th","Two-th: Two-th: Ordinal numerals from 'two' upwards are derived from cardinal numerals, 'first' is suppletive"
ger,German,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,Other,Languages not falling into one of the preceding four types
ger,German,Exponence of Selected Inflectional Formatives,Case + number,Case + number
ger,German,M-T Pronouns,"M-T pronouns, paradigmatic","M-T pronouns, paradigmatic"
ger,German,Order of Demonstrative and Noun,Demonstrative-Noun,Demonstrative word precedes noun (DemN)
ger,German,Vowel Nasalization,Contrast absent,Contrastive nasal vowels absent
ger,German,M in Second Person Singular,No m in second person singular,No m in second person singular
ger,German,Polar Questions,Interrogative word order,Interrogative word order
ger,German,Uvular Consonants,Uvular continuants only,Uvular continuants only
ger,German,Preverbal Negative Morphemes,NegV,Preverbal negative word
ger,German,Lateral Consonants,"/l/, no obstruent laterals","/l/, no obstruent laterals"
ger,German,Order of Numeral and Noun,Numeral-Noun,Numeral precedes noun (NumN)
ger,German,Order of Degree Word and Adjective,Degree word-Adjective,Degree word precedes adjective (DegAdj)
ger,German,Obligatory Possessive Inflection,Absent,No obligatorily possessed nouns
ger,German,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,Other,Languages not falling into one of the preceding four types
ger,German,Expression of Pronominal Subjects,Obligatory pronouns in subject position,Pronominal subjects are expressed by pronouns in subject position that are normally if not obligatorily present
ger,German,Absence of Common Consonants,All present,All present
ger,German,Order of Genitive and Noun,Noun-Genitive,Noun-genitive (NGen)
ger,German,Order of Adposition and Noun Phrase,Prepositions,Prepositions
ger,German,Order of Adjective and Noun,Adjective-Noun,Modifying adjective precedes noun (AdjN)
ger,German,Number of Basic Colour Categories,11,More than 10 categories
ger,German,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,A and P do not or do not both occur on the verb
ger,German,SNegVO Order,No SNegVO,"SVO, but SNegVO does not occur"
ger,German,Coding of Nominal Plurality,Plural suffix,Plural suffix
ger,German,Distance Contrasts in Demonstratives,No distance contrast,No distance contrast
ger,German,"Order of Object, Oblique, and Verb",No dominant order,More than one order with none dominant
ger,German,The Position of Negative Morphemes in SOV Languages,More than one construction,More than one negative construction
ger,German,Relativization on Subjects,Relative pronoun,Relative pronoun
ger,German,The Position of Negative Morphemes in SVO Languages,More than one construction,More than one negative construction
ger,German,Coding of Evidentiality,Modal morpheme,Modal morpheme
ger,German,Gender Distinctions in Independent Personal Pronouns,3rd person singular only,Gender distinctions in 3rd person singular only
ger,German,"Position of Negative Word With Respect to Subject, Object, and Verb",More than one position,"More than one position for negative morpheme, with none dominant"
ger,German,Order of Negative Morpheme and Verb,Type 1 / Type 2,Type 1 / Type 2
ger,German,Relativization on Obliques,Relative pronoun,Relative Pronoun Strategy
ger,German,Comitatives and Instrumentals,Identity,Identity
ger,German,Action Nominal Constructions,Ergative-Possessive,"Ergative-Possessive: S/P treated as possessors, A treated differently"
ger,German,Negative Indefinite Pronouns and Predicate Negation,No predicate negation,Negative indefinites preclude predicate negation
ger,German,Tea,Words derived from Min Nan Chinese te,Words derived from Min Nan Chinese te
ger,German,Postverbal Negative Morphemes,VNeg,Postverbal negative word
ger,German,Applicative Constructions,No applicative construction,No applicative construction
ger,German,Position of Polar Question Particles,No question particle,No question particle
ger,German,Number of Genders,Three,Three
ger,German,Subtypes of Asymmetric Standard Negation,Non-assignable,Non-assignable (no asymmetry found)
ger,German,Symmetric and Asymmetric Standard Negation,Symmetric,Symmetric standard negation only: Type Sym
ger,German,Suppletion in Imperatives and Hortatives,None (= no suppletive imperatives reported in the reference material),None (= no suppletive imperatives reported in the reference material)
ger,German,Passive Constructions,Present,There is a passive construction
ger,German,Distributive Numerals,Marked by preceding word,Marked by preceding word
ger,German,Inclusive/Exclusive Distinction in Verbal Inflection,No inclusive/exclusive,No inclusive/exclusive opposition
ger,German,Minor morphological means of signaling negation,,"No negative tone, infix or stem change"
ger,German,Asymmetrical Case-Marking,Syncretism in relevant NP-types,Syncretism in relevant NP-types
ger,German,Number of Cases,4 cases,4 case categories
ger,German,Verbal Number and Suppletion,,No singular-(dual)-plural pairs/triples
ger,German,Other Roles of Applied Objects,No applicative construction,No applicative construction
ger,German,Imperative-Hortative Systems,Neither type of system,The language has neither a maximal nor a minimal system
ger,German,Plurality in Independent Personal Pronouns,Person-number stem,Person-number stem
ger,German,NegSOV Order,No NegSOV,SOV but NegSOV does not occur
ger,German,Zero Marking of A and P Arguments,Non-zero marking,Non-zero marking
ger,German,The Optative,Inflectional optative absent,Inflectional optative absent
ger,German,SNegOV Order,No SNegOV,SOV but SNegOV does not occur
ger,German,Numeral Bases,Decimal,Decimal
ger,German,Situational Possibility,Verbal constructions,"The language cannot express situational possibility with affixes on verbs, but with verbal constructions"
ger,German,Third Person Zero of Verbal Person Marking,No zero realization,No zero realization of third person S forms
ger,German,Politeness Distinctions in Pronouns,Binary politeness distinction,Second person pronouns encode a binary politeness distinction
ger,German,SVONeg Order,NoDoubleNeg,"Separate word, no double negation"
ger,German,Green and Blue,Green vs. blue,Green and blue
ger,German,Definite Articles,Definite word distinct from demonstrative,Definite word distinct from demonstrative
ger,German,Number of Non-Derived Basic Colour Categories,6,6 categories
ger,German,Epistemic Possibility,Verbal constructions,The language can express epistemic possibility with verbal constructions
ger,German,Prefixing vs. Suffixing in Inflectional Morphology,Strongly suffixing,Predominantly suffixing
ger,German,Alignment of Case Marking of Full Noun Phrases,Nominative - accusative (standard),Nominative - accusative (standard)
ger,German,Para-Linguistic Usages of Clicks,Affective meanings,Clicks may express affective but not logical meanings
ger,German,Finger and Hand,Different,"Differentiation: one word denotes 'hand' and another, different word denotes 'finger' (or, very rarely, 'fingers')"
ger,German,Semantic Distinctions of Evidentiality,Indirect only,Only indirect evidentials
ger,German,Position of Case Affixes,Case suffixes,Case suffixes
ger,German,Occurrence of Nominal Plurality,"All nouns, always obligatory","Plural in all nouns, always obligatory"
ger,German,Periphrastic Causative Constructions,Sequential but no purposive,Sequential type but no purposive type
ger,German,Alignment of Case Marking of Pronouns,Nominative - accusative (standard),Nominative - accusative (standard)
ger,German,Position of Pronominal Possessive Affixes,No possessive affixes,No possessive affixes
ger,German,Weight Factors in Weight-Sensitive Stress Systems,Coda consonant,Coda consonant: closed syllables are heavy for stress
ger,German,Locus of Marking: Whole-language Typology,Dependent-marking,Consistently dependent-marking
ger,German,Locus of Marking in the Clause,Dependent marking,P is dependent-marked
ger,German,Verbal Person Marking,Only the A argument,Person marking of only the A argument
ger,German,Position of Tense-Aspect Affixes,Tense-aspect suffixes,Tense-aspect suffixes
ger,German,Indefinite Articles,Indefinite word same as 'one',Numeral for 'one' is used as indefinite article
ger,German,Suppletion According to Tense and Aspect,Tense,Suppletion according to tense
ger,German,Sex-based and Non-sex-based Gender Systems,Sex-based,Sex-based gender system
ger,German,Third Person Pronouns and Demonstratives,Related by gender markers,Third person pronouns and demonstratives are related by gender markers
ger,German,Reduplication,No productive reduplication,No productive reduplication
ger,German,Antipassive Constructions,No antipassive,No antipassive
ger,German,Overlap between Situational and Epistemic Modal Marking,Overlap for both possibility and necessity,"The language has markers that can code both situational and epistemic modality, both for possibility and necessity"
ger,German,Exponence of Tense-Aspect-Mood Inflection,monoexponential TAM,monoexponential TAM
ger,German,'When' Clauses,Balanced/deranked,Balanced/deranked
ger,German,Order of Relative Clause and Noun,Noun-Relative clause,Relative clause follows noun (NRel)
ger,German,Glottalized Consonants,No glottalized consonants,No glottalized consonants
ger,German,The Prohibitive,Normal imperative + normal negative,The prohibitive uses the verbal construction of the second singular imperative and a sentential negative strategy found in (indicative) declaratives
ger,German,Case Syncretism,Core and non-core,Inflectional case marking is syncretic for core and non-core cases
ger,German,Syllable Structure,Complex,Complex syllable structure
ger,German,Productivity of the Antipassive Construction,no antipassive,no antipassive
ger,German,The Morphological Imperative,Second singular,The language has morphologically dedicated second singular imperatives but no morphologically dedicated second plural imperatives
ger,German,Presence of Uncommon Consonants,,
ger,German,The Velar Nasal,No initial velar nasal,"Velar nasal, but not initially"
ger,German,Front Rounded Vowels,High and mid,High and mid
ger,German,Tone,No tones,No tones
ger,German,Pronominal and Adnominal Demonstratives,Identical,Same forms
ger,German,Fixed Stress Locations,No fixed stress,No fixed stress (mostly weight-sensitive stress)
ger,German,Consonant-Vowel Ratio,Low,Low
ger,German,Fusion of Selected Inflectional Formatives,Exclusively concatenative,Exclusively concatenative
ger,German,"Languages with two Dominant Orders of Subject, Object, and Verb",SOV or SVO,SOV or SVO
ger,German,Ditransitive Constructions: The Verb 'Give',Indirect-object construction,Indirect-object construction
ger,German,Voicing in Plosives and Fricatives,In both plosives and fricatives,Voicing contrast in both plosives and fricatives
ger,German,Locus of Marking in Possessive Noun Phrases,Dependent marking,Possessor is dependent-marked
ger,German,Weight-Sensitive Stress,Right-oriented: One of the last three,Right-oriented: The antepenultimate is involved
ger,German,The Past Tense,"Present, no remoteness distinctions",Past/non-past distinction marked; no remoteness distinction
ger,German,Syncretism in Verbal Person/Number Marking,Syncretic,Subject person/number marking is syncretic
ger,German,SONegV Order,Word&NoDoubleNeg,"Separate word, no double negation"
ger,German,SOVNeg Order,NoSOVNeg,"SOV, but SOVNeg does not occur"
ger,German,Postnominal relative clauses,Noun-Relative clause (NRel) dominant,Noun-Relative clause (NRel) dominant
hin,Hindi,Symmetric and Asymmetric Standard Negation,Both,Symmetric and asymmetric standard negation: Type SymAsy
hin,Hindi,The Future Tense,Inflectional future exists,Inflectional marking of future/non-future distinction
hin,Hindi,Number of Possessive Nouns,None reported,None reported
hin,Hindi,The Past Tense,"Present, no remoteness distinctions",Past/non-past distinction marked; no remoteness distinction
hin,Hindi,Obligatory Possessive Inflection,Absent,No obligatorily possessed nouns
hin,Hindi,Subtypes of Asymmetric Standard Negation,A/Cat,In other grammatical categories: Subtype A/Cat
hin,Hindi,Utterance Complement Clauses,Balanced,Balanced
hin,Hindi,Occurrence of Nominal Plurality,"All nouns, always obligatory","Plural in all nouns, always obligatory"
hin,Hindi,Indefinite Pronouns,Special,Special indefinites
hin,Hindi,Nominal and Verbal Conjunction,Identity,Nominal and verbal conjunction are largely identical
hin,Hindi,Epistemic Possibility,Verbal constructions,The language can express epistemic possibility with verbal constructions
hin,Hindi,Voicing in Plosives and Fricatives,In both plosives and fricatives,Voicing contrast in both plosives and fricatives
hin,Hindi,Periphrastic Causative Constructions,Purposive but no sequential,Purposive type but no sequential type
hin,Hindi,Overlap between Situational and Epistemic Modal Marking,Overlap for either possibility or necessity,"The language has markers that can code both situational and epistemic modality, but only for possibility or for necessity"
hin,Hindi,Perfective/Imperfective Aspect,Grammatical marking,Grammatical marking of perfective/imperfective distinction
hin,Hindi,Postverbal Negative Morphemes,,No postverbal negative morpheme
hin,Hindi,Sex-based and Non-sex-based Gender Systems,Sex-based,Sex-based gender system
hin,Hindi,The Perfect,Other perfect,Other perfect
hin,Hindi,"Genitives, Adjectives and Relative Clauses",Highly differentiated,Highly differentiated
hin,Hindi,Ditransitive Constructions: The Verb 'Give',Indirect-object construction,Indirect-object construction
hin,Hindi,Comitatives and Instrumentals,Differentiation,Differentiation
hin,Hindi,Zero Marking of A and P Arguments,Non-zero marking,Non-zero marking
hin,Hindi,Alignment of Case Marking of Pronouns,Tripartite,Tripartite
hin,Hindi,Reciprocal Constructions,Distinct from reflexive,All reciprocal constructions are formally distinct from reflexive constructions.
hin,Hindi,Imperative-Hortative Systems,Neither type of system,The language has neither a maximal nor a minimal system
hin,Hindi,Verbal Number and Suppletion,,No singular-(dual)-plural pairs/triples
hin,Hindi,Fixed Stress Locations,No fixed stress,No fixed stress (mostly weight-sensitive stress)
hin,Hindi,Preverbal Negative Morphemes,NegV,Preverbal negative word
hin,Hindi,Productivity of the Antipassive Construction,no antipassive,no antipassive
hin,Hindi,Possessive Classification,No possessive classification,No possessive classification
hin,Hindi,Antipassive Constructions,No antipassive,No antipassive
hin,Hindi,Reduplication,Productive full and partial reduplication,Productive full and partial reduplication
hin,Hindi,Suppletion in Imperatives and Hortatives,None (= no suppletive imperatives reported in the reference material),None (= no suppletive imperatives reported in the reference material)
hin,Hindi,The Morphological Imperative,Second singular and second plural,The language has morphologically dedicated second singular as well as second plural imperatives
hin,Hindi,Tone,No tones,No tones
